date,open,high,low,close,trend,Volatility,Volatility_median,Volatility_status,Volatility_Trend,typical_spread_in_points,weighted_avg_execution_spread_$,PnL_per_lot,total_profit,total_volume
2021-08-11,110.549,110.796,110.304,110.37,0,0.004460400348128848,0.004789917145719625,Low_Volatility,Low Volatility + No Trend,,10.839939857963362,-13.042587,-23568.0,1806.97
2021-08-12,110.39,110.541,110.311,110.38,0,0.002085014187161659,0.004781161836445125,Low_Volatility,Low Volatility + No Trend,,10.3465375095127,2.390278,2065.0,863.91
2021-08-13,110.372,110.453,109.539,109.567,0,0.00834406010644612,0.004781161836445125,High_Volatility,High Volatility + No Trend,,10.08911519642348,25.306922,34978.0,1382.16
2021-08-16,109.616,109.746,109.108,109.253,0,0.0058474172379659696,0.004781161836445125,High_Volatility,High Volatility + No Trend,,10.08173686236259,-6.455257,-12746.0,1974.47
2021-08-17,109.252,109.65,109.112,109.572,0,0.004930713395410321,0.004781161836445125,High_Volatility,High Volatility + No Trend,,10.695202667342087,21.357472,39186.0,1834.77
2021-08-18,109.522,110.057,109.473,109.723,0,0.005334648726169952,0.004789917145719625,High_Volatility,High Volatility + No Trend,,10.142238982849276,20.249302,41360.0,2042.55
2021-08-19,109.763,110.223,109.476,109.75,0,0.006823413350871423,0.004789917145719625,High_Volatility,High Volatility + No Trend,,10.061738145593669,6.166633,10228.0,1658.58
2021-08-20,109.709,109.88,109.565,109.756,0,0.002875005704376377,0.004789917145719625,Low_Volatility,Low Volatility + No Trend,,9.985532053705597,-11.971939,-11870.0,991.48
2021-08-23,109.706,110.142,109.633,109.671,0,0.004642762671823268,0.004789917145719625,Low_Volatility,Low Volatility + No Trend,,9.873423912132065,5.711264,9118.0,1596.49
2021-08-24,109.65,109.876,109.407,109.678,0,0.004286745820651405,0.004781161836445125,Low_Volatility,Low Volatility + No Trend,,9.954680013515725,-12.295927,-15026.0,1222.02
2021-08-25,109.607,110.121,109.604,109.96,0,0.004716981132075434,0.004781161836445125,Low_Volatility,Low Volatility + No Trend,,10.279761325814286,-4.70293,-5790.0,1231.15
2021-08-26,109.968,110.224,109.921,110.056,0,0.002756525140782901,0.004781161836445125,Low_Volatility,Low Volatility + No Trend,,10.67403466209077,6.0786,7860.0,1293.0
2021-08-27,109.976,110.263,109.775,109.791,0,0.0044454566158050515,0.004781161836445125,Low_Volatility,Low Volatility + No Trend,,10.68757056433308,23.920736,37325.0,1560.38
2021-08-30,109.846,109.957,109.698,109.877,0,0.002361027548360046,0.004778647624609637,Low_Volatility,Low Volatility + No Trend,,10.003977204727615,4.587996,4335.0,944.94
2021-08-31,109.903,110.075,109.58,109.977,0,0.0045172476729330585,0.004774592267825847,Low_Volatility,Low Volatility + No Trend,,9.833517404916522,15.728453,27300.0,1735.72
2021-09-01,109.99,110.415,109.871,110.012,0,0.004951261024292226,0.004774592267825847,High_Volatility,High Volatility + No Trend,,10.484735129418052,7.807773,17540.0,2246.54
2021-09-02,109.975,110.116,109.91,109.914,0,0.0018742607588026847,0.004750767286093528,Low_Volatility,Low Volatility + No Trend,,10.266702342533303,3.885827,3119.0,802.73
2021-09-03,109.898,110.069,109.585,109.673,0,0.004416662864443207,0.004724869011719323,Low_Volatility,Low Volatility + No Trend,,11.28339050296944,0.267291,313.0,1172.54
2021-09-06,109.69,109.942,109.65,109.814,0,0.002663018695850318,0.004718426230266238,Low_Volatility,Low Volatility + No Trend,,10.406357806621545,13.468521,10188.0,756.4
2021-09-07,109.804,110.316,109.675,110.262,0,0.005844540688397587,0.004718426230266238,High_Volatility,High Volatility + No Trend,,9.92074760436648,-29.052926,-45445.0,1564.21
2021-09-08,110.264,110.441,110.137,110.241,0,0.0027601986616668517,0.004707551862719511,Low_Volatility,Low Volatility + No Trend,,9.924256732128622,8.421272,16339.0,1940.15
2021-09-09,110.221,110.27,109.616,109.668,0,0.0059662822945555066,0.004718426230266238,High_Volatility,High Volatility + No Trend,,10.12364347278093,19.78281,34587.0,1748.35
2021-09-10,109.683,109.986,109.683,109.9,0,0.002762506495992973,0.004718426230266238,Low_Volatility,Low Volatility + No Trend,,9.961790679463968,16.3269,18050.0,1105.55
2021-09-13,109.823,110.155,109.793,109.953,0,0.0032971136593407118,0.004718426230266238,Low_Volatility,Low Volatility + No Trend,,9.854740351143581,9.523936,10925.0,1147.12
2021-09-14,109.952,110.157,109.522,109.661,0,0.005797921878709217,0.004724869011719323,High_Volatility,High Volatility + No Trend,,10.605851406655392,40.91035,79063.0,1932.59
2021-09-15,109.626,109.738,109.109,109.341,1,0.005764877324510397,0.004750767286093528,High_Volatility,High Volatility + Trend,,9.74790963953731,-14.183919,-39485.0,2783.82
2021-09-16,109.365,109.824,109.207,109.676,1,0.005649820982171513,0.004774592267825847,High_Volatility,High Volatility + Trend,,10.421509885519532,25.657733,44808.0,1746.38
2021-09-17,109.681,110.076,109.662,109.955,1,0.0037752366362093274,0.004750767286093528,Low_Volatility,Low Volatility + Trend,,9.976381401860577,-13.316064,-17781.0,1335.3
2021-09-20,109.871,110.033,109.317,109.37,1,0.0065497589578931755,0.004750767286093528,High_Volatility,High Volatility + Trend,,9.78071318706513,-7.444748,-10087.0,1354.91
2021-09-21,109.354,109.701,109.177,109.177,1,0.004799545691858053,0.004774592267825847,High_Volatility,High Volatility + Trend,,9.780063034161152,-2.61944,-3121.0,1191.59
2021-09-22,109.188,109.895,109.114,109.739,1,0.007157651630404821,0.004774592267825847,High_Volatility,High Volatility + Trend,,11.109965512820606,11.328139,17093.0,1508.9
2021-09-23,109.732,110.346,109.715,110.294,1,0.005751264640204167,0.004778647624609637,High_Volatility,High Volatility + Trend,,10.067963978359485,-60.006762,-106042.0,1767.16
2021-09-24,110.279,110.789,110.25,110.709,1,0.004888888888888903,0.004781161836445125,High_Volatility,High Volatility + Trend,,9.755092014785486,-60.03132,-174245.0,2902.56
2021-09-27,110.607,111.061,110.53,110.97,1,0.004804125576766542,0.004781161836445125,High_Volatility,High Volatility + Trend,,10.159488008428022,-106.800727,-577950.0,5411.48
2021-09-28,110.975,111.635,110.927,111.502,1,0.0063825759283132,0.004789917145719625,High_Volatility,High Volatility + Trend,,9.927023191655135,-177.345104,-1233449.0,6955.08
2021-09-29,111.445,112.044,111.2,111.907,1,0.007589928057553904,0.004798417450590044,High_Volatility,High Volatility + Trend,,9.794304390719944,-152.223872,-791074.0,5196.78
2021-09-30,111.935,112.072,111.22,111.227,1,0.007660492717137241,0.004800629054890317,High_Volatility,High Volatility + Trend,,10.403667272080405,2.881378,12566.0,4361.18
2021-10-01,111.225,111.482,110.899,111.046,1,0.005257035681115235,0.004802918997344562,High_Volatility,High Volatility + Trend,,10.082476510610904,8.611066,24380.0,2831.29
2021-10-04,110.872,111.295,110.815,110.865,1,0.004331543563597022,0.004802918997344562,Low_Volatility,Low Volatility + Trend,,9.746649188682884,12.217007,36092.0,2954.22
2021-10-05,110.874,111.556,110.864,111.426,1,0.00624188194544661,0.004805028734923026,High_Volatility,High Volatility + Trend,,9.92497909704391,-23.330337,-40786.0,1748.21
2021-10-06,111.443,111.783,111.194,111.382,1,0.005297048401892176,0.004805028734923026,High_Volatility,High Volatility + Trend,,9.90980413248001,-5.69035,-12832.0,2254.99
2021-10-07,111.383,111.647,111.224,111.595,1,0.003803136013809985,0.004805028734923026,Low_Volatility,Low Volatility + Trend,,9.919718705279363,-2.197844,-3223.0,1466.51
2021-10-08,111.595,112.251,111.504,112.213,1,0.006699311235471372,0.004807549024406072,High_Volatility,High Volatility + Trend,,10.420997781196148,-52.047709,-153110.0,2941.72
2021-10-11,112.121,113.405,112.12,113.274,1,0.011460934712807675,0.004814731458375396,High_Volatility,High Volatility + Trend,,10.590896063993858,-321.050007,-1553169.0,4837.78
2021-10-12,113.262,113.782,112.997,113.599,1,0.006947087090807691,0.0048229802591362855,High_Volatility,High Volatility + Trend,,9.946171782661374,-144.345348,-632456.0,4381.55
2021-10-13,113.573,113.799,113.211,113.211,1,0.005193841587831642,0.004838582002535859,High_Volatility,High Volatility + Trend,,10.370682733945388,-15.872775,-49135.0,3095.57
2021-10-14,113.225,113.712,113.207,113.64,1,0.004460854894132074,0.004838582002535859,Low_Volatility,Low Volatility + Trend,,9.814201120408628,-61.404334,-145199.0,2364.63
2021-10-15,113.659,114.458,113.624,114.21,1,0.007339998591846821,0.004838582002535859,High_Volatility,High Volatility + Trend,,10.107142013238937,-233.191256,-787729.0,3378.04
2021-10-18,114.21,114.447,114.01,114.312,1,0.003832997105517039,0.0048229802591362855,Low_Volatility,Low Volatility + Trend,,9.978656512653972,-0.009305,-21.0,2303.86
2021-10-19,114.298,114.393,113.873,114.327,1,0.004566490739683648,0.0048229802591362855,Low_Volatility,Low Volatility + Trend,,9.938704852802472,-61.956246,-165767.0,2675.55
2021-10-20,114.312,114.694,114.075,114.313,1,0.005426254657023886,0.004838582002535859,High_Volatility,High Volatility + Trend,,10.03014635208236,-74.469315,-184546.0,2478.15
2021-10-21,114.215,114.41,113.645,113.966,1,0.0067314884068810825,0.004838582002535859,High_Volatility,High Volatility + Trend,,10.026669256764388,-6.788726,-19005.0,2799.49
2021-10-22,113.965,114.201,113.408,113.447,1,0.0069924520316026395,0.004838582002535859,High_Volatility,High Volatility + Trend,,10.109155199260387,5.345906,12368.0,2313.52
2021-10-25,113.52,113.918,113.42,113.665,1,0.004390760007053471,0.0048229802591362855,Low_Volatility,Low Volatility + Trend,,10.106087933285004,-1.774491,-3394.0,1912.85
2021-10-26,113.699,114.306,113.677,114.104,0,0.005533221320055866,0.0048229802591362855,High_Volatility,High Volatility + No Trend,,10.032542874085056,-42.826822,-79027.0,1845.26
2021-10-27,114.105,114.214,113.381,113.79,0,0.007346909976098274,0.0048229802591362855,High_Volatility,High Volatility + No Trend,,10.148439386372544,21.711278,56156.0,2586.47
2021-10-28,113.799,113.863,113.25,113.536,0,0.005412803532008826,0.0048229802591362855,High_Volatility,High Volatility + No Trend,,10.386731252648518,15.857611,35560.0,2242.44
2021-10-29,113.555,114.091,113.388,114.0,0,0.006199950612057614,0.004838582002535859,High_Volatility,High Volatility + No Trend,,10.143652502684798,-9.573464,-20448.0,2135.88
2021-10-31,114.022,114.122,114.022,114.102,0,0.0008770237322621451,0.0048229802591362855,Low_Volatility,Low Volatility + No Trend,,11.625010957298386,,,
2021-11-01,114.093,114.439,113.934,113.996,0,0.004432390682324815,0.0048131143270488345,Low_Volatility,Low Volatility + No Trend,,10.148888668875108,4.618325,13605.0,2945.84
2021-11-02,113.987,114.128,113.455,113.937,0,0.0059318672601472115,0.0048131143270488345,High_Volatility,High Volatility + No Trend,,10.438452212693496,23.96432,62380.0,2603.02
2021-11-03,113.933,114.207,113.711,113.953,0,0.004361935081038731,0.004805028734923026,Low_Volatility,Low Volatility + No Trend,,11.497080194563493,-2.697537,-5685.0,2107.48
2021-11-04,113.95,114.272,113.504,113.749,0,0.006766281364533415,0.0048131143270488345,High_Volatility,High Volatility + No Trend,,10.54367632092846,25.543307,66924.0,2620.03
2021-11-05,113.745,114.02,113.294,113.369,0,0.006408106342789549,0.0048229802591362855,High_Volatility,High Volatility + No Trend,,10.906634240129208,15.107684,37189.0,2461.59
2021-11-08,113.306,113.662,113.073,113.181,0,0.00520902425866487,0.0048229802591362855,High_Volatility,High Volatility + No Trend,,10.531340473897036,28.653054,59838.0,2088.36
2021-11-09,113.216,113.286,112.72,112.844,0,0.005021291696238489,0.0048229802591362855,High_Volatility,High Volatility + No Trend,,10.932198130453491,-5.868593,-14679.0,2501.31
2021-11-10,112.83,114.009,112.769,113.872,0,0.01099592973246189,0.004838582002535859,High_Volatility,High Volatility + No Trend,,11.493182411400918,-68.616634,-213090.0,3105.51
2021-11-11,113.905,114.151,113.8,114.018,0,0.0030843585237258267,0.004838582002535859,Low_Volatility,Low Volatility + No Trend,,10.819740594428284,-31.515217,-55669.0,1766.41
2021-11-12,114.05,114.296,113.755,113.887,0,0.004755834908355774,0.004838582002535859,Low_Volatility,Low Volatility + No Trend,,10.672717214190415,-10.965738,-22566.0,2057.84
2021-11-15,113.881,114.211,113.746,114.084,0,0.004088055843722007,0.0048229802591362855,Low_Volatility,Low Volatility + No Trend,,10.261220255425142,-40.922289,-60349.0,1474.73
2021-11-16,114.095,114.845,114.089,114.789,0,0.006626405700812525,0.004838582002535859,High_Volatility,High Volatility + No Trend,,10.890034669672987,-102.306047,-260463.0,2545.92
2021-11-17,114.769,114.963,113.926,114.091,0,0.00910239980338107,0.004838582002535859,High_Volatility,High Volatility + No Trend,,10.612713886656584,-7.354272,-16579.0,2254.27
2021-11-18,114.047,114.484,113.871,114.216,0,0.005383284593970366,0.004838582002535859,High_Volatility,High Volatility + No Trend,,10.52458420496612,11.037583,19273.0,1746.15
2021-11-19,114.252,114.534,113.58,113.993,0,0.008399366085578515,0.004838582002535859,High_Volatility,High Volatility + No Trend,,10.4974755985912,24.625675,51414.0,2087.84
2021-11-22,113.897,114.957,113.886,114.84,0,0.009404140983088333,0.004857943520135095,High_Volatility,High Volatility + No Trend,,10.963376843106154,-42.321821,-86737.0,2049.46
2021-11-23,114.869,115.188,114.476,115.093,0,0.006219644292253427,0.004876637840670894,High_Volatility,High Volatility + No Trend,,11.04253958477512,-19.867762,-54735.0,2754.97
2021-11-24,115.109,115.511,114.818,115.388,0,0.006035639011304829,0.004898351421625896,High_Volatility,High Volatility + No Trend,,10.900501108241617,-47.637903,-140541.0,2950.19
2021-11-25,115.397,115.453,115.234,115.333,0,0.001900480760886616,0.004898351421625896,Low_Volatility,Low Volatility + No Trend,,11.601688721099036,3.242824,3838.0,1183.53
2021-11-26,115.301,115.366,113.045,113.322,0,0.02053164668937147,0.004910471081153082,High_Volatility,High Volatility + No Trend,,11.95004899923882,0.329371,1263.0,3833.29
2021-11-29,113.649,113.951,112.986,113.49,0,0.00854088117111845,0.004910471081153082,High_Volatility,High Volatility + No Trend,,10.865026020370903,1.998973,5265.0,2633.82
2021-11-30,113.516,113.888,112.525,113.128,0,0.012112863808042653,0.004910471081153082,High_Volatility,High Volatility + No Trend,,11.196585222669684,8.136877,27061.0,3325.73
2021-12-01,113.143,113.622,112.666,112.731,0,0.008485257309214875,0.004910471081153082,High_Volatility,High Volatility + No Trend,,11.532291925919417,6.6827,13078.0,1956.98
2021-12-02,112.69,113.326,112.681,113.146,0,0.005724123854065868,0.004910471081153082,High_Volatility,High Volatility + No Trend,,11.645199701678466,27.775612,67055.0,2414.16
2021-12-03,112.998,113.608,112.551,112.741,0,0.009391298167053178,0.004910471081153082,High_Volatility,High Volatility + No Trend,,12.632675366589622,-1.839477,-3302.0,1794.85
2021-12-06,112.81,113.548,112.809,113.429,0,0.00655089576186301,0.004910471081153082,High_Volatility,High Volatility + No Trend,,9.435413281596976,3.624328,5712.0,1575.91
2021-12-07,113.451,113.776,113.396,113.522,0,0.0033510882218067257,0.004910471081153082,Low_Volatility,Low Volatility + No Trend,,9.26852741285885,-12.807775,-28933.0,2259.02
2021-12-08,113.53,113.949,113.307,113.668,0,0.005666022399322159,0.004917041827779587,High_Volatility,High Volatility + No Trend,,8.287518370462124,5.531974,13364.0,2415.7
2021-12-09,113.586,113.805,113.268,113.442,0,0.004740968322915617,0.004917041827779587,Low_Volatility,Low Volatility + No Trend,,8.564129189737066,21.188655,36250.0,1710.82
2021-12-10,113.412,113.787,113.219,113.366,0,0.0050168257977902305,0.00492583442151311,High_Volatility,High Volatility + No Trend,,9.36118484890478,11.065002,21807.0,1970.85
2021-12-13,113.233,113.722,113.216,113.552,0,0.0044693329564725855,0.00492583442151311,Low_Volatility,Low Volatility + No Trend,,10.137131364660112,10.534005,17054.0,1618.95
2021-12-14,113.485,113.753,113.422,113.728,0,0.002918305090723167,0.00492583442151311,Low_Volatility,Low Volatility + No Trend,,9.97788001827854,12.228249,19138.0,1565.1
2021-12-15,113.656,114.266,113.624,114.002,0,0.005650214743364168,0.00492583442151311,High_Volatility,High Volatility + No Trend,,12.80794884619597,-51.124381,-107198.0,2096.8
2021-12-16,113.985,114.243,113.555,113.645,0,0.006058738056448312,0.004938108870873878,High_Volatility,High Volatility + No Trend,,10.136878698161444,29.051138,56961.0,1960.7
2021-12-17,113.645,113.853,113.134,113.673,0,0.006355295490303481,0.004938108870873878,High_Volatility,High Volatility + No Trend,,9.28915245819758,19.945442,43050.0,2158.41
2021-12-20,113.771,113.794,113.321,113.617,0,0.004173983639396043,0.00492583442151311,Low_Volatility,Low Volatility + No Trend,,9.8438274935139,11.455373,19914.0,1738.4
2021-12-21,113.539,114.216,113.532,114.045,0,0.006024733114892696,0.00492583442151311,High_Volatility,High Volatility + No Trend,,10.344684038520578,-12.778854,-23792.0,1861.83
2021-12-22,114.071,114.365,113.944,114.089,0,0.0036947974443585644,0.004917041827779587,Low_Volatility,Low Volatility + No Trend,,9.834996310073521,-5.893077,-14065.0,2386.62
2021-12-23,114.065,114.462,114.05,114.348,0,0.0036124506795265775,0.004917041827779587,Low_Volatility,Low Volatility + No Trend,,10.730713577679875,-33.130636,-50849.0,1534.79
2021-12-24,114.36,114.508,114.294,114.334,0,0.0018723642535916026,0.004910471081153082,Low_Volatility,Low Volatility + No Trend,,17.658641520933454,-14.952667,-9610.0,642.71
2021-12-27,114.326,114.909,114.304,114.817,0,0.005292903135498355,0.004910471081153082,High_Volatility,High Volatility + No Trend,,9.88676634099748,-99.993528,-190148.0,1901.6
2021-12-28,114.826,114.945,114.701,114.782,0,0.002127270032519331,0.004910471081153082,Low_Volatility,Low Volatility + No Trend,,9.737349311201372,-2.561006,-4165.0,1626.23
2021-12-29,114.788,115.034,114.662,114.928,0,0.0032443180827126674,0.004898351421625896,Low_Volatility,Low Volatility + No Trend,,9.960854976250669,-16.916204,-39701.0,2346.9
2021-12-30,114.914,115.203,114.9,115.004,0,0.0026370757180156417,0.004898351421625896,Low_Volatility,Low Volatility + No Trend,,10.584382214438923,-44.379395,-78749.0,1774.46
2021-12-31,115.024,115.194,114.998,115.06,0,0.0017043774674341983,0.004898351421625896,Low_Volatility,Low Volatility + No Trend,,10.04535847920268,-14.871268,-14230.0,956.9
2022-01-03,115.036,115.363,114.94,115.293,0,0.0036801809639812233,0.004898351421625896,Low_Volatility,Low Volatility + No Trend,,9.824334376930967,-23.792631,-82793.0,3479.76
2022-01-04,115.296,116.346,115.272,116.095,0,0.009317093483239624,0.004910471081153082,High_Volatility,High Volatility + No Trend,,10.248592882470549,-186.339,-966330.0,5185.87
2022-01-05,116.045,116.238,115.616,116.088,0,0.005379878217547743,0.004917041827779587,High_Volatility,High Volatility + No Trend,,10.319762915397137,15.397763,56590.0,3675.19
2022-01-06,116.053,116.181,115.616,115.797,0,0.0048868668696374,0.004917041827779587,Low_Volatility,Low Volatility + No Trend,,9.612763164300448,18.597603,47982.0,2580.0
2022-01-07,115.795,116.043,115.5,115.574,0,0.0047012987012987565,0.004917041827779587,Low_Volatility,Low Volatility + No Trend,,9.990015153974074,9.431419,22348.0,2369.57
2022-01-10,115.588,115.847,115.036,115.165,0,0.007049966966862485,0.00492583442151311,High_Volatility,High Volatility + No Trend,,9.692278884501013,17.253268,80254.0,4651.5
2022-01-11,115.148,115.677,115.119,115.254,0,0.00484715815807996,0.004917041827779587,Low_Volatility,Low Volatility + No Trend,,9.562586190192787,-44.78721,-148286.0,3310.9
2022-01-12,115.289,115.467,114.375,114.604,0,0.009547540983606547,0.00492583442151311,High_Volatility,High Volatility + No Trend,,9.910238079557269,11.405075,40878.0,3584.19
2022-01-13,114.621,114.698,113.995,114.148,0,0.00616693714636597,0.00492583442151311,High_Volatility,High Volatility + No Trend,,9.540041987458528,-24.94237,-76423.0,3063.97
2022-01-14,114.145,114.257,113.477,114.169,0,0.006873639592164061,0.004938108870873878,High_Volatility,High Volatility + No Trend,,10.091513092520158,9.821552,29320.0,2985.31
2022-01-17,114.117,114.646,114.105,114.587,0,0.004741247096972059,0.004938108870873878,Low_Volatility,Low Volatility + No Trend,,11.135502831461949,-24.594481,-36164.0,1470.41
2022-01-18,114.601,115.054,114.441,114.571,0,0.005356471893814276,0.004948382685314831,High_Volatility,High Volatility + No Trend,,9.69367029794337,-5.159874,-15197.0,2945.32
2022-01-19,114.571,114.784,114.201,114.31,0,0.0051050341065315774,0.004948382685314831,High_Volatility,High Volatility + No Trend,,9.271852349819438,2.541307,6310.0,2482.99
2022-01-20,114.318,114.543,113.958,114.047,0,0.00513347022587276,0.004978323886920898,High_Volatility,High Volatility + No Trend,,9.742565714272027,6.541262,14901.0,2277.96
2022-01-21,114.078,114.148,113.598,113.647,0,0.0048416345358192675,0.004978323886920898,Low_Volatility,Low Volatility + No Trend,,9.317250699103209,6.641158,11774.0,1772.9
2022-01-24,113.616,113.994,113.465,113.934,0,0.004662230643810834,0.0049409872098512735,Low_Volatility,Low Volatility + No Trend,,9.833855016837337,-0.076567,-169.0,2203.52
2022-01-25,113.905,114.152,113.664,113.832,0,0.004293355855855852,0.0049409872098512735,Low_Volatility,Low Volatility + No Trend,,9.872192374157576,6.365511,11907.0,1870.48
2022-01-26,113.841,114.689,113.773,114.642,0,0.008051119334112636,0.004978323886920898,High_Volatility,High Volatility + No Trend,,10.435732069334987,-13.579925,-26830.0,1975.71
2022-01-27,114.649,115.485,114.469,115.341,0,0.008875765491093706,0.0050111062736699005,High_Volatility,High Volatility + No Trend,,10.22970554617685,-37.406751,-95416.0,2550.76
2022-01-28,115.348,115.681,115.117,115.202,0,0.004899363256512877,0.0049840434110412285,Low_Volatility,Low Volatility + No Trend,,10.0681109993315,-16.516755,-39410.0,2386.08
2022-01-31,115.245,115.587,114.919,115.112,0,0.0058127898780881,0.0049840434110412285,High_Volatility,High Volatility + No Trend,,9.797398468591693,2.236879,6712.0,3000.81
2022-02-01,115.111,115.189,114.56,114.665,0,0.005490572625698242,0.00501905874701436,High_Volatility,High Volatility + No Trend,,9.87861133933751,33.800702,111692.0,3304.42
2022-02-02,114.662,114.797,114.144,114.432,0,0.005720843846369424,0.005031133355070008,High_Volatility,High Volatility + No Trend,,10.20497170250994,-3.745377,-10137.0,2706.54
2022-02-03,114.411,114.983,114.322,114.966,0,0.005781914242228105,0.005073004560216553,High_Volatility,High Volatility + No Trend,,10.002662672421232,-12.716155,-26215.0,2061.54
2022-02-04,114.968,115.426,114.77,115.168,0,0.005715779384856722,0.005073004560216553,High_Volatility,High Volatility + No Trend,,8.978352400696023,-6.338893,-13840.0,2183.31
2022-02-07,115.225,115.374,114.91,115.073,0,0.0040379427377947846,0.005073004560216553,Low_Volatility,Low Volatility + No Trend,,7.479043351063361,9.034778,19136.0,2118.07
2022-02-08,115.078,115.625,115.045,115.524,0,0.005041505497848653,0.005041240255875091,High_Volatility,High Volatility + No Trend,,8.560363281384184,-12.064522,-31748.0,2631.51
2022-02-09,115.54,115.669,115.317,115.527,0,0.0030524554055343434,0.005031133355070008,Low_Volatility,Low Volatility + No Trend,,7.61633098115443,8.92114,17890.0,2005.4
2022-02-10,115.524,116.336,115.478,115.983,0,0.007429986664126536,0.005031133355070008,High_Volatility,High Volatility + No Trend,,8.430075997414992,-23.88208,-86323.0,3614.56
2022-02-11,115.976,116.169,115.006,115.343,0,0.010112515868737255,0.005041240255875091,High_Volatility,High Volatility + No Trend,,8.099037077515174,44.006179,124213.0,2822.63
2022-02-14,115.27,115.744,115.004,115.513,0,0.006434558797954809,0.005073269802190115,High_Volatility,High Volatility + No Trend,,8.297883763138366,6.273532,16319.0,2601.27
2022-02-15,115.523,115.878,115.253,115.575,0,0.005422852333561816,0.005118175848233819,High_Volatility,High Volatility + No Trend,,8.499759677071598,-1.911691,-4695.0,2455.81
2022-02-16,115.579,115.785,115.352,115.445,0,0.0037537277203688944,0.005073269802190115,Low_Volatility,Low Volatility + No Trend,,7.900730845756167,17.911371,34636.0,1933.75
2022-02-17,115.443,115.534,114.842,114.894,0,0.006025670051026691,0.005073269802190115,High_Volatility,High Volatility + No Trend,,8.059600052365795,2.118935,5456.0,2574.73
2022-02-18,114.912,115.294,114.782,115.0,0,0.004460629715460617,0.005041240255875091,Low_Volatility,Low Volatility + No Trend,,7.616718943949558,8.780066,13936.0,1587.28
2022-02-21,114.965,115.12,114.71,114.711,0,0.0035742306686427586,0.005031133355070008,Low_Volatility,Low Volatility + No Trend,,9.35271791005076,-30.446488,-45373.0,1490.26
2022-02-22,114.721,115.237,114.493,115.056,0,0.006498213864603074,0.005031133355070008,High_Volatility,High Volatility + No Trend,,8.186096324559564,12.415937,27790.0,2238.23
2022-02-23,115.063,115.197,114.919,114.989,0,0.002419095188785195,0.005031133355070008,Low_Volatility,Low Volatility + No Trend,,7.68693258993834,5.161439,7317.0,1417.65
2022-02-25,115.522,115.758,115.142,115.497,0,0.005349915756196693,0.005031133355070008,High_Volatility,High Volatility + No Trend,,7.732616355785064,8.297019,15096.0,1819.4
2022-02-28,115.127,115.735,114.856,114.943,0,0.007653061224489839,0.005041240255875091,High_Volatility,High Volatility + No Trend,,8.047814985925518,29.797777,75054.0,2518.77
2022-03-01,114.967,115.286,114.695,114.888,0,0.005152796547364821,0.005073269802190115,High_Volatility,High Volatility + No Trend,,8.169894585381497,15.123906,29759.0,1967.68
2022-03-02,114.887,115.683,114.784,115.498,0,0.007832102035126855,0.005118175848233819,High_Volatility,High Volatility + No Trend,,8.364880116674605,23.659537,62055.0,2622.83
2022-03-03,115.519,115.803,115.381,115.437,0,0.0036574479333685533,0.005073269802190115,Low_Volatility,Low Volatility + No Trend,,7.783186943709097,25.109573,79373.0,3161.06
2022-03-04,115.453,115.555,114.645,114.828,0,0.007937546338697813,0.005073269802190115,High_Volatility,High Volatility + No Trend,,8.403984383876349,-100.759548,-221015.0,2193.49
2022-03-07,114.882,115.468,114.805,115.292,0,0.005775009799224743,0.005118175848233819,High_Volatility,High Volatility + No Trend,,7.698956814201972,-20.725033,-40975.0,1977.09
2022-03-08,115.281,115.787,115.232,115.643,0,0.0048163704526521,0.005118175848233819,Low_Volatility,Low Volatility + No Trend,,8.210207827307553,-16.254618,-33323.0,2050.04
2022-03-09,115.65,115.939,115.55,115.841,0,0.003366508005192521,0.005118175848233819,Low_Volatility,Low Volatility + No Trend,,7.886944451068389,-4.450429,-12471.0,2802.1
2022-03-10,115.837,116.193,115.79,116.112,0,0.0034804387252784486,0.005118175848233819,Low_Volatility,Low Volatility + No Trend,,8.241655532285884,-21.372356,-71092.0,3326.33
2022-03-11,116.111,117.353,116.085,117.285,1,0.010923030537967875,0.00513239390790441,High_Volatility,High Volatility + Trend,,11.745976667926108,-121.85465,-497001.0,4078.64
2022-03-13,117.338,117.351,117.316,117.331,1,0.00029833952743015945,0.00513239390790441,Low_Volatility,Low Volatility + Trend,,22.290451252132275,,,
2022-03-14,117.318,118.214,117.311,118.169,1,0.00769748787411233,0.00513239390790441,High_Volatility,High Volatility + Trend,,8.075639625460726,-65.502398,-271595.0,4146.33
2022-03-15,118.178,118.444,117.693,118.286,1,0.006381008216291579,0.00514313338661879,High_Volatility,High Volatility + Trend,,7.826498167008486,-2.356068,-12478.0,5296.2
2022-03-16,118.298,119.114,118.171,118.749,1,0.007979961242606035,0.00514313338661879,High_Volatility,High Volatility + Trend,,8.78841993376733,-93.094736,-422375.0,4537.05
2022-03-17,118.747,119.018,118.364,118.59,1,0.005525328647223787,0.00514313338661879,High_Volatility,High Volatility + Trend,,7.492171278207325,-0.737515,-2070.0,2807.01
2022-03-18,118.599,119.395,118.467,119.133,1,0.007833405083272111,0.005159201265274353,High_Volatility,High Volatility + Trend,,7.302516635506037,-105.321801,-297787.0,2827.4
2022-03-20,119.132,119.132,119.075,119.106,1,0.0004786899013227139,0.005159201265274353,Low_Volatility,Low Volatility + Trend,,28.407811898028285,,,
